caseref2,hearingref2,hearingstatus,timestamp,versionnumber
1704721471280725,2900062466,HEARING_REQUESTED,2024-01-24T18:12:42.079609572,1
1704721474133749,2900062467,HEARING_REQUESTED,2024-01-24T18:12:42.630533519,1
1704721480187689,2900062468,HEARING_REQUESTED,2024-01-24T18:12:47.502978361,1
1704721482996269,2900062469,HEARING_REQUESTED,2024-01-24T18:12:50.421451327,1
1704721489105989,2900062470,HEARING_REQUESTED,2024-01-24T18:12:50.500679138,1
1704721485907347,2900062471,HEARING_REQUESTED,2024-01-24T18:12:52.338157353,1
1704721492572225,2900062472,HEARING_REQUESTED,2024-01-24T18:12:53.137778424,1
1704721496126465,2900062475,HEARING_REQUESTED,2024-01-24T18:12:56.164864013,1
1704721499524914,2900062476,HEARING_REQUESTED,2024-01-24T18:12:58.256685635,1
1704721503024646,2900062477,HEARING_REQUESTED,2024-01-24T18:12:59.635348121,1
1704721506736337,2900062478,HEARING_REQUESTED,2024-01-24T18:12:59.758505002,1
1704721509802011,2900062479,HEARING_REQUESTED,2024-01-24T18:13:02.900355194,1
1704721513062271,2900062481,HEARING_REQUESTED,2024-01-24T18:13:05.450246596,1
1704721515969010,2900062482,HEARING_REQUESTED,2024-01-24T18:13:05.866651259,1
1704721519890535,2900062483,HEARING_REQUESTED,2024-01-24T18:13:09.340111174,1
1704721522674264,2900062485,HEARING_REQUESTED,2024-01-24T18:13:12.17770369,1
1704721525603229,2900062487,HEARING_REQUESTED,2024-01-24T18:13:15.417514594,1
1704721532068432,2900062488,HEARING_REQUESTED,2024-01-24T18:13:16.610000684,1
1704721534989080,2900062489,HEARING_REQUESTED,2024-01-24T18:13:17.970747528,1
1704721528412008,2900062490,HEARING_REQUESTED,2024-01-24T18:13:18.479581312,1
1704721538780543,2900062491,HEARING_REQUESTED,2024-01-24T18:13:20.461836135,1
1704721542102056,2900062492,HEARING_REQUESTED,2024-01-24T18:13:23.055466888,1
1704721545576959,2900062493,HEARING_REQUESTED,2024-01-24T18:13:23.727736565,1
1704721549073540,2900062495,HEARING_REQUESTED,2024-01-24T18:13:26.350542564,1
1704721552576223,2900062496,HEARING_REQUESTED,2024-01-24T18:13:27.241997493,1
1704721556093696,2900062497,HEARING_REQUESTED,2024-01-24T18:13:27.520042864,1
1704721564306841,2900062499,HEARING_REQUESTED,2024-01-24T18:13:32.932247177,1
1704721559612500,2900062498,HEARING_REQUESTED,2024-01-24T18:13:32.874891655,1
1704721568268906,2900062501,HEARING_REQUESTED,2024-01-24T18:13:34.943669394,1
1704721571808961,2900062502,HEARING_REQUESTED,2024-01-24T18:13:38.067876771,1
1704721575042716,2900062503,HEARING_REQUESTED,2024-01-24T18:13:38.514972407,1
1704721579501147,2900062504,HEARING_REQUESTED,2024-01-24T18:13:42.900161528,1
1704721582300826,2900062505,HEARING_REQUESTED,2024-01-24T18:13:42.984352541,1
1704721585796004,2900062507,HEARING_REQUESTED,2024-01-24T18:13:46.641352527,1
1704721589046620,2900062509,HEARING_REQUESTED,2024-01-24T18:13:47.633020178,1
1704721592070740,2900062511,HEARING_REQUESTED,2024-01-24T18:13:49.983464284,1
1704721595594712,2900062513,HEARING_REQUESTED,2024-01-24T18:13:56.058441106,1
1704721601642554,2900062514,HEARING_REQUESTED,2024-01-24T18:13:57.287121422,1
1704721598653150,2900062515,HEARING_REQUESTED,2024-01-24T18:13:57.942598125,1
1704721604610673,2900062517,HEARING_REQUESTED,2024-01-24T18:14:00.679306776,1
1704721607310032,2900062519,HEARING_REQUESTED,2024-01-24T18:14:02.408784961,1
1704721613358538,2900062520,HEARING_REQUESTED,2024-01-24T18:14:04.635563812,1
1704721610433359,2900062521,HEARING_REQUESTED,2024-01-24T18:14:05.308264083,1
1704721620839090,2900062523,HEARING_REQUESTED,2024-01-24T18:14:05.994617315,1
1704721617314768,2900062524,HEARING_REQUESTED,2024-01-24T18:14:06.539315215,1
1704721623782255,2900062525,HEARING_REQUESTED,2024-01-24T18:14:12.441392254,1
1704721630866091,2900062526,HEARING_REQUESTED,2024-01-24T18:14:16.53125626,1
1704721627459637,2900062528,HEARING_REQUESTED,2024-01-24T18:14:18.181612385,1
1704721633848617,2900062529,HEARING_REQUESTED,2024-01-24T18:14:19.481775368,1
1704721636438325,2900062530,HEARING_REQUESTED,2024-01-24T18:14:20.693209939,1
1704721642193641,2900062532,HEARING_REQUESTED,2024-01-24T18:14:23.78448529,1
1704721639330446,2900062533,HEARING_REQUESTED,2024-01-24T18:14:24.804799515,1
1704721645148626,2900062534,HEARING_REQUESTED,2024-01-24T18:14:26.282278003,1
1704721648187332,2900062537,HEARING_REQUESTED,2024-01-24T18:14:28.931078644,1
1704721654914777,2900062538,HEARING_REQUESTED,2024-01-24T18:14:30.292739821,1
1704721651524439,2900062539,HEARING_REQUESTED,2024-01-24T18:14:30.581257311,1
1704721661914844,2900062541,HEARING_REQUESTED,2024-01-24T18:14:32.829032546,1
1704721658735954,2900062542,HEARING_REQUESTED,2024-01-24T18:14:34.147179951,1
1704721665201263,2900062543,HEARING_REQUESTED,2024-01-24T18:14:34.487296177,1
1704721668520107,2900062546,HEARING_REQUESTED,2024-01-24T18:14:43.255494844,1
1704721677636209,2900062547,HEARING_REQUESTED,2024-01-24T18:14:47.197495119,1
1704721671323291,2900062549,HEARING_REQUESTED,2024-01-24T18:14:48.363555508,1
1704721674724891,2900062550,HEARING_REQUESTED,2024-01-24T18:14:48.532080694,1
1704721680747167,2900062551,HEARING_REQUESTED,2024-01-24T18:14:49.744116134,1
1704721684024266,2900062552,HEARING_REQUESTED,2024-01-24T18:14:50.796308922,1
1704721686641752,2900062553,HEARING_REQUESTED,2024-01-24T18:14:51.74864673,1
1704721690013378,2900062555,HEARING_REQUESTED,2024-01-24T18:14:55.407726897,1
1704721696551264,2900062556,HEARING_REQUESTED,2024-01-24T18:14:56.242229288,1
1704721693415273,2900062557,HEARING_REQUESTED,2024-01-24T18:14:56.374951879,1
1704721699648042,2900062558,HEARING_REQUESTED,2024-01-24T18:14:57.918779436,1
1704721706168695,2900062560,HEARING_REQUESTED,2024-01-24T18:15:01.751838899,1
1704721702527563,2900062561,HEARING_REQUESTED,2024-01-24T18:15:04.215176106,1
1704721708909823,2900062562,HEARING_REQUESTED,2024-01-24T18:15:06.852012166,1
1704721714536255,2900062563,HEARING_REQUESTED,2024-01-24T18:15:09.97114906,1
1704721711585313,2900062564,HEARING_REQUESTED,2024-01-24T18:15:11.235399032,1
1704721728657881,2900062566,HEARING_REQUESTED,2024-01-24T18:15:18.942907509,1
1704721717772246,2900062567,HEARING_REQUESTED,2024-01-24T18:15:19.00505623,1
1704721721294229,2900062568,HEARING_REQUESTED,2024-01-24T18:15:19.551941428,1
1704721725041261,2900062569,HEARING_REQUESTED,2024-01-24T18:15:22.636626413,1
1704721732157779,2900062570,HEARING_REQUESTED,2024-01-24T18:15:23.278097355,1
1704721734935446,2900062573,HEARING_REQUESTED,2024-01-24T18:15:27.076249001,1
1704721741603664,2900062574,HEARING_REQUESTED,2024-01-24T18:15:28.728854166,1
1704721744691443,2900062575,HEARING_REQUESTED,2024-01-24T18:15:30.843370869,1
1704721737744779,2900062576,HEARING_REQUESTED,2024-01-24T18:15:34.056560484,1
1704721750753152,2900062577,HEARING_REQUESTED,2024-01-24T18:15:35.844564615,1
1704721747814190,2900062578,HEARING_REQUESTED,2024-01-24T18:15:36.761396688,1
1704721757208408,2900062580,HEARING_REQUESTED,2024-01-24T18:15:40.523471884,1
1704721753871753,2900062581,HEARING_REQUESTED,2024-01-24T18:15:40.899152621,1
1704721760596476,2900062582,HEARING_REQUESTED,2024-01-24T18:15:41.121476751,1
1704721763249776,2900062583,HEARING_REQUESTED,2024-01-24T18:15:42.959137174,1
1704721766770026,2900062584,HEARING_REQUESTED,2024-01-24T18:15:44.903399802,1
1704721776633545,2900062585,HEARING_REQUESTED,2024-01-24T18:15:50.345129501,1
1704721770292611,2900062586,HEARING_REQUESTED,2024-01-24T18:15:50.519803368,1
1704721773272370,2900062587,HEARING_REQUESTED,2024-01-24T18:15:53.052324657,1
1704721780762926,2900062588,HEARING_REQUESTED,2024-01-24T18:15:56.25533946,1
1704721789541560,2900062589,HEARING_REQUESTED,2024-01-24T18:15:58.580878305,1
1704721783644790,2900062590,HEARING_REQUESTED,2024-01-24T18:15:59.131433133,1
1704721786600237,2900062591,HEARING_REQUESTED,2024-01-24T18:16:01.257983119,1
1704721802000040,2900062592,HEARING_REQUESTED,2024-01-24T18:16:07.533892432,1
1704721792736256,2900062593,HEARING_REQUESTED,2024-01-24T18:16:07.823025958,1
1704721795378007,2900062594,HEARING_REQUESTED,2024-01-24T18:16:07.822681945,1
1704721798440127,2900062595,HEARING_REQUESTED,2024-01-24T18:16:08.991705693,1
1704721812099339,2900062596,HEARING_REQUESTED,2024-01-24T18:16:12.290770263,1
1704721808953531,2900062597,HEARING_REQUESTED,2024-01-24T18:16:14.163195485,1
1704721814953830,2900062598,HEARING_REQUESTED,2024-01-24T18:16:14.820556696,1
1704721822235485,2900062600,HEARING_REQUESTED,2024-01-24T18:16:20.105647336,1
1704721805484167,2900062601,HEARING_REQUESTED,2024-01-24T18:16:20.661163914,1
1704721825849217,2900062602,HEARING_REQUESTED,2024-01-24T18:16:29.771515299,1
1704721832879462,2900062603,HEARING_REQUESTED,2024-01-24T18:16:30.635547132,1
1704721843681246,2900062604,HEARING_REQUESTED,2024-01-24T18:16:33.206516419,1
1704721829363678,2900062605,HEARING_REQUESTED,2024-01-24T18:16:33.819748779,1
1704721850223460,2900062606,HEARING_REQUESTED,2024-01-24T18:16:34.323216182,1
1704721818587337,2900062607,HEARING_REQUESTED,2024-01-24T18:16:35.001106868,1
1704721836067080,2900062608,HEARING_REQUESTED,2024-01-24T18:16:36.139610385,1
1704721857037152,2900062609,HEARING_REQUESTED,2024-01-24T18:16:43.581914569,1
1704721839816939,2900062610,HEARING_REQUESTED,2024-01-24T18:16:43.839247032,1
1704721846916870,2900062611,HEARING_REQUESTED,2024-01-24T18:16:43.850506939,1
1704721860826542,2900062612,HEARING_REQUESTED,2024-01-24T18:16:43.986949794,1
1704721854253034,2900062613,HEARING_REQUESTED,2024-01-24T18:16:44.391687972,1
1704720850824970,2900062614,HEARING_REQUESTED,2024-01-24T18:16:45.41209545,1
1704720832468383,2900062615,HEARING_REQUESTED,2024-01-24T18:16:48.036949132,1
1704720845616085,2900062617,HEARING_REQUESTED,2024-01-24T18:16:51.573287807,1
1704720861451805,2900062618,HEARING_REQUESTED,2024-01-24T18:16:55.421077773,1
1704720865829212,2900062619,HEARING_REQUESTED,2024-01-24T18:17:01.671417669,1
1704720884097536,2900062620,HEARING_REQUESTED,2024-01-24T18:17:04.322197548,1
1704720870841665,2900062621,HEARING_REQUESTED,2024-01-24T18:17:04.395558119,1
1704720876697251,2900062622,HEARING_REQUESTED,2024-01-24T18:17:05.689382776,1
1704720880891460,2900062624,HEARING_REQUESTED,2024-01-24T18:17:08.955613464,1
1704720894904143,2900062625,HEARING_REQUESTED,2024-01-24T18:17:09.332675098,1
1704720839338225,2900062626,HEARING_REQUESTED,2024-01-24T18:17:10.093391023,1
1704720907859961,2900062627,HEARING_REQUESTED,2024-01-24T18:17:10.789925513,1
1704720914553862,2900062628,HEARING_REQUESTED,2024-01-24T18:17:13.478905789,1
1704720887284347,2900062629,HEARING_REQUESTED,2024-01-24T18:17:14.549447887,1
1704720911117802,2900062632,HEARING_REQUESTED,2024-01-24T18:17:20.195240285,1
1704720925653289,2900062633,HEARING_REQUESTED,2024-01-24T18:17:21.848912687,1
1704720931733414,2900062634,HEARING_REQUESTED,2024-01-24T18:17:24.34476733,1
1704720935849943,2900062635,HEARING_REQUESTED,2024-01-24T18:17:25.933929847,1
1704720941277402,2900062636,HEARING_REQUESTED,2024-01-24T18:17:27.515224285,1
1704720951181437,2900062637,HEARING_REQUESTED,2024-01-24T18:17:32.403108537,1
1704720958331928,2900062638,HEARING_REQUESTED,2024-01-24T18:17:35.032178817,1
1704720962244703,2900062639,HEARING_REQUESTED,2024-01-24T18:17:35.234307171,1
1704720903638187,2900062640,HEARING_REQUESTED,2024-01-24T18:17:38.544012753,1
1704720918292053,2900062641,HEARING_REQUESTED,2024-01-24T18:17:38.749977348,1
1704720891282022,2900062642,HEARING_REQUESTED,2024-01-24T18:17:38.781645818,1
1704720899216949,2900062643,HEARING_REQUESTED,2024-01-24T18:17:39.191392337,1
1704720973902844,2900062644,HEARING_REQUESTED,2024-01-24T18:17:39.923241192,1
1704720921726584,2900062645,HEARING_REQUESTED,2024-01-24T18:17:41.408946823,1
1704720946224482,2900062646,HEARING_REQUESTED,2024-01-24T18:17:45.459886231,1
1704720966063307,2900062647,HEARING_REQUESTED,2024-01-24T18:17:46.613612909,1
1704720970380499,2900062648,HEARING_REQUESTED,2024-01-24T18:17:48.147781848,1
1704720987212057,2900062649,HEARING_REQUESTED,2024-01-24T18:17:49.008411491,1
1704720990337305,2900062650,HEARING_REQUESTED,2024-01-24T18:17:50.354544831,1
1704720954727129,2900062651,HEARING_REQUESTED,2024-01-24T18:17:51.394256333,1
1704720993597194,2900062653,HEARING_REQUESTED,2024-01-24T18:17:55.472707285,1
1704721001328754,2900062654,HEARING_REQUESTED,2024-01-24T18:17:57.496394304,1
1704720977211341,2900062655,HEARING_REQUESTED,2024-01-24T18:17:58.131076754,1
1704721005008683,2900062656,HEARING_REQUESTED,2024-01-24T18:18:02.572755119,1
1704720984044172,2900062657,HEARING_REQUESTED,2024-01-24T18:18:02.856264202,1
1704721011529458,2900062659,HEARING_REQUESTED,2024-01-24T18:18:05.425117227,1
1704720980672638,2900062660,HEARING_REQUESTED,2024-01-24T18:18:05.752952764,1
1704721014722837,2900062661,HEARING_REQUESTED,2024-01-24T18:18:07.329329167,1
1704721018799500,2900062662,HEARING_REQUESTED,2024-01-24T18:18:11.06557207,1
1704720996891099,2900062663,HEARING_REQUESTED,2024-01-24T18:18:13.636524855,1
1704721008171074,2900062664,HEARING_REQUESTED,2024-01-24T18:18:15.986977714,1
1704721024851303,2900062665,HEARING_REQUESTED,2024-01-24T18:18:16.158299219,1
1704721038342018,2900062666,HEARING_REQUESTED,2024-01-24T18:18:21.924929446,1
1704721041551639,2900062667,HEARING_REQUESTED,2024-01-24T18:18:24.20961535,1
1704721028071478,2900062668,HEARING_REQUESTED,2024-01-24T18:18:25.337917577,1
1704721044378311,2900062670,HEARING_REQUESTED,2024-01-24T18:18:26.182325486,1
1704721052481726,2900062671,HEARING_REQUESTED,2024-01-24T18:18:26.311649645,1
1704721056018458,2900062672,HEARING_REQUESTED,2024-01-24T18:18:27.396599777,1
1704721031439837,2900062675,HEARING_REQUESTED,2024-01-24T18:18:31.399037763,1
1704721059050300,2900062676,HEARING_REQUESTED,2024-01-24T18:18:32.16613968,1
1704721021848120,2900062677,HEARING_REQUESTED,2024-01-24T18:18:32.680000268,1
1704721062884661,2900062679,HEARING_REQUESTED,2024-01-24T18:18:33.829027863,1
1704721034609816,2900062680,HEARING_REQUESTED,2024-01-24T18:18:33.857009545,1
1704721048336935,2900062682,HEARING_REQUESTED,2024-01-24T18:18:40.064225048,1
1704721075918290,2900062685,HEARING_REQUESTED,2024-01-24T18:18:44.972501589,1
1704721069610689,2900062686,HEARING_REQUESTED,2024-01-24T18:18:46.993234119,1
1704721073171124,2900062687,HEARING_REQUESTED,2024-01-24T18:18:50.371009416,1
1704721066316397,2900062688,HEARING_REQUESTED,2024-01-24T18:18:50.370757909,1
1704721079788053,2900062689,HEARING_REQUESTED,2024-01-24T18:18:51.289564107,1
1704721090747153,2900062690,HEARING_REQUESTED,2024-01-24T18:18:52.064705835,1
1704721094754494,2900062693,HEARING_REQUESTED,2024-01-24T18:18:53.957635768,1
1704721101212734,2900062694,HEARING_REQUESTED,2024-01-24T18:18:56.618891555,1
1704721097945727,2900062695,HEARING_REQUESTED,2024-01-24T18:18:57.232366303,1
1704721104709223,2900062697,HEARING_REQUESTED,2024-01-24T18:18:59.618419065,1
1704721083129922,2900062698,HEARING_REQUESTED,2024-01-24T18:19:01.572854459,1
1704721086864616,2900062699,HEARING_REQUESTED,2024-01-24T18:19:03.52129634,1
1704721112518426,2900062701,HEARING_REQUESTED,2024-01-24T18:19:05.864163373,1
1704721121425373,2900062703,HEARING_REQUESTED,2024-01-24T18:19:09.82234583,1
1704721107988592,2900062704,HEARING_REQUESTED,2024-01-24T18:19:13.194686762,1
1704721117603454,2900062705,HEARING_REQUESTED,2024-01-24T18:19:15.191926064,1
1704721126451895,2900062707,HEARING_REQUESTED,2024-01-24T18:19:18.8708765,1
1704721129604805,2900062708,HEARING_REQUESTED,2024-01-24T18:19:19.971129324,1
1704721133405462,2900062709,HEARING_REQUESTED,2024-01-24T18:19:22.455519633,1
1704721140674134,2900062710,HEARING_REQUESTED,2024-01-24T18:19:23.16968919,1
1704721137125843,2900062711,HEARING_REQUESTED,2024-01-24T18:19:24.195214997,1
1704721143784971,2900062712,HEARING_REQUESTED,2024-01-24T18:19:24.213874959,1
1704721148152604,2900062713,HEARING_REQUESTED,2024-01-24T18:19:25.099530258,1
1704721155082710,2900062716,HEARING_REQUESTED,2024-01-24T18:19:31.558936317,1
1704721161129026,2900062717,HEARING_REQUESTED,2024-01-24T18:19:33.712690724,1
1704721151485651,2900062718,HEARING_REQUESTED,2024-01-24T18:19:33.789617785,1
1704721158176873,2900062720,HEARING_REQUESTED,2024-01-24T18:19:35.884805656,1
1704721165522879,2900062721,HEARING_REQUESTED,2024-01-24T18:19:40.171611878,1
1704721175194594,2900062722,HEARING_REQUESTED,2024-01-24T18:19:40.985728867,1
1704721172107169,2900062723,HEARING_REQUESTED,2024-01-24T18:19:41.259314397,1
1704721178728687,2900062724,HEARING_REQUESTED,2024-01-24T18:19:46.493775077,1
1704721168453940,2900062725,HEARING_REQUESTED,2024-01-24T18:19:47.356552923,1
1704721183766359,2900062729,HEARING_REQUESTED,2024-01-24T18:19:53.624970001,1
1704721187664576,2900062730,HEARING_REQUESTED,2024-01-24T18:19:53.724945795,1
1704721194135610,2900062731,HEARING_REQUESTED,2024-01-24T18:19:55.381741013,1
1704721190993798,2900062732,HEARING_REQUESTED,2024-01-24T18:19:55.764397097,1
1704721197408691,2900062733,HEARING_REQUESTED,2024-01-24T18:19:55.887346089,1
1704721200762670,2900062734,HEARING_REQUESTED,2024-01-24T18:20:00.601816756,1
1704721210411979,2900062735,HEARING_REQUESTED,2024-01-24T18:20:01.73113708,1
1704721204085177,2900062736,HEARING_REQUESTED,2024-01-24T18:20:02.101705947,1
1704721207093459,2900062737,HEARING_REQUESTED,2024-01-24T18:20:02.938133241,1
1704721213138637,2900062738,HEARING_REQUESTED,2024-01-24T18:20:06.497649683,1
1704721217088168,2900062739,HEARING_REQUESTED,2024-01-24T18:20:08.16574081,1
1704721227190368,2900062740,HEARING_REQUESTED,2024-01-24T18:20:08.866105422,1
1704721220189631,2900062741,HEARING_REQUESTED,2024-01-24T18:20:09.597340229,1
1704721223281559,2900062743,HEARING_REQUESTED,2024-01-24T18:20:13.364427797,1
1704721230897074,2900062744,HEARING_REQUESTED,2024-01-24T18:20:16.599302179,1
1704721233857646,2900062745,HEARING_REQUESTED,2024-01-24T18:20:16.995395124,1
1704721238393753,2900062748,HEARING_REQUESTED,2024-01-24T18:20:19.925054856,1
1704721248303420,2900062749,HEARING_REQUESTED,2024-01-24T18:20:20.951629028,1
1704721251963474,2900062750,HEARING_REQUESTED,2024-01-24T18:20:23.836396041,1
1704721243560081,2900062751,HEARING_REQUESTED,2024-01-24T18:20:26.058455898,1
1704721260163512,2900062752,HEARING_REQUESTED,2024-01-24T18:20:26.394360652,1
1704721256764836,2900062753,HEARING_REQUESTED,2024-01-24T18:20:26.516575555,1
1704721264347087,2900062754,HEARING_REQUESTED,2024-01-24T18:20:31.095575512,1
1704721268707294,2900062755,HEARING_REQUESTED,2024-01-24T18:20:32.458224598,1
1704721272643931,2900062757,HEARING_REQUESTED,2024-01-24T18:20:34.312339402,1
1704721275735098,2900062758,HEARING_REQUESTED,2024-01-24T18:20:36.415653138,1
1704721282843422,2900062760,HEARING_REQUESTED,2024-01-24T18:20:39.535836114,1
1704721278821424,2900062763,HEARING_REQUESTED,2024-01-24T18:20:41.747791667,1
1704721286089477,2900062764,HEARING_REQUESTED,2024-01-24T18:20:44.639665047,1
1704721288736075,2900062765,HEARING_REQUESTED,2024-01-24T18:20:48.496921582,1
1704721294905508,2900062766,HEARING_REQUESTED,2024-01-24T18:20:50.070201233,1
1704721298283399,2900062767,HEARING_REQUESTED,2024-01-24T18:20:50.43505224,1
1704721301188080,2900062768,HEARING_REQUESTED,2024-01-24T18:20:55.744083645,1
1704721291816831,2900062769,HEARING_REQUESTED,2024-01-24T18:20:56.511002551,1
1704721311063380,2900062770,HEARING_REQUESTED,2024-01-24T18:20:56.534061748,1
1704721314750587,2900062771,HEARING_REQUESTED,2024-01-24T18:20:59.15948593,1
1704721304313180,2900062772,HEARING_REQUESTED,2024-01-24T18:21:00.101381118,1
1704721308228558,2900062774,HEARING_REQUESTED,2024-01-24T18:21:02.69958028,1
1704721317504445,2900062775,HEARING_REQUESTED,2024-01-24T18:21:04.238224629,1
1704721323784130,2900062776,HEARING_REQUESTED,2024-01-24T18:21:05.638377549,1
1704721320818550,2900062777,HEARING_REQUESTED,2024-01-24T18:21:07.440506392,1
1704721326833538,2900062778,HEARING_REQUESTED,2024-01-24T18:21:07.85934131,1
1704721329928590,2900062779,HEARING_REQUESTED,2024-01-24T18:21:09.811335685,1
1704721333399655,2900062780,HEARING_REQUESTED,2024-01-24T18:21:11.488590558,1
1704721342904479,2900062782,HEARING_REQUESTED,2024-01-24T18:21:16.21547487,1
1704721336233257,2900062783,HEARING_REQUESTED,2024-01-24T18:21:17.474337098,1
1704721348575844,2900062784,HEARING_REQUESTED,2024-01-24T18:21:20.552127254,1
1704721351552797,2900062786,HEARING_REQUESTED,2024-01-24T18:21:22.423474871,1
1704721345788663,2900062787,HEARING_REQUESTED,2024-01-24T18:21:23.049100999,1
1704721354532358,2900062789,HEARING_REQUESTED,2024-01-24T18:21:30.761727878,1
